"","Country","Year","Total.Area.Million.KM","Total.Population.Million","GDP.Billions","Foreign.Direct.Investment.Millions","Broad.Money","GDP.Growth","GDP.PerCapita.Growth","GDP.PerCapita","GINI"
"430","France","1976",0.549,54.22,372.319,977.423,NA,4.357,3.801,6866.818,NA
"431","France","1977",0.549,54.468,410.279,1896.159,NA,3.464,2.994,7532.528,NA
"432","France","1978",0.549,54.692,506.708,2471.468,NA,3.979,3.552,9264.778,NA
"433","France","1979",0.549,54.917,613.953,2588.309,NA,3.55,3.125,11179.631,NA
"434","France","1980",0.549,55.162,701.288,3282.773,NA,1.579,1.129,12713.361,NA
"435","France","1981",0.549,55.43,615.552,2469.632,NA,1.069,0.579,11104.978,NA
"436","France","1982",0.549,55.719,584.878,1585.299,NA,2.505,1.974,10496.93,NA
"437","France","1983",0.549,56.024,559.869,1725.671,NA,1.241,0.69,9993.422,NA
"438","France","1984",0.549,56.338,530.684,2397.989,NA,1.514,0.948,9419.698,NA
"439","France","1985",0.549,56.655,553.138,2595.493,NA,1.623,1.054,9763.329,NA
"440","France","1986",0.549,56.976,771.471,3255.871,NA,2.337,1.76,13540.247,NA
"441","France","1987",0.549,57.303,934.173,5139.717,NA,2.562,1.977,16302.441,NA
"442","France","1988",0.549,57.627,1018.847,8489.906,NA,4.743,4.153,17679.997,NA
"443","France","1989",0.549,57.94,1025.212,10303.925,NA,4.344,3.78,17694.305,NA
"444","France","1990",0.549,58.236,1269.18,13183.285,NA,2.924,2.402,21793.843,NA
"445","France","1991",0.549,58.559,1269.277,15152.742,NA,1.048,0.49,21675.064,NA
"446","France","1992",0.549,58.851,1401.466,21839.501,NA,1.599,1.095,23813.712,NA
"447","France","1993",0.549,59.107,1322.816,20754.044,NA,-0.629,-1.058,22380.104,NA
"448","France","1994",0.549,59.327,1393.983,15797.125,NA,2.358,1.978,23496.523,NA
"449","France","1995",0.549,59.542,1601.095,23736.301,NA,2.107,1.739,26890.22,NA
"450","France","1996",0.549,59.753,1605.675,21971.889,NA,1.413,1.055,26871.829,NA
"451","France","1997",0.549,59.965,1452.885,23047.925,NA,2.336,1.975,24228.942,NA
"452","France","1998",0.549,60.186,1503.109,29518.429,NA,3.589,3.208,24974.272,NA
"453","France","1999",0.549,60.497,1492.648,45986.859,NA,3.421,2.891,24673.199,NA
"454","France","2000",0.549,60.913,1362.249,41382.268,NA,3.924,3.214,22364.029,NA
"455","France","2001",0.549,61.357,1376.465,50126.615,NA,1.984,1.244,22433.556,NA
"456","France","2002",0.549,61.805,1494.287,51493.238,NA,1.136,0.403,24177.335,NA
"457","France","2003",0.549,62.245,1840.481,42324.929,NA,0.823,0.111,29568.386,31.4
"458","France","2004",0.549,62.705,2115.742,35581.202,NA,2.83,2.075,33741.265,30.6
"459","France","2005",0.549,63.179,2196.126,85179.16,NA,1.663,0.9,34760.188,29.8
"460","France","2006",0.549,63.621,2318.594,78945.705,NA,2.449,1.738,36443.623,29.7
"461","France","2007",0.549,64.016,2657.213,83780.962,NA,2.425,1.793,41508.434,32.4
"462","France","2008",0.549,64.375,2918.383,67999.195,NA,0.255,-0.304,45334.114,33
"463","France","2009",0.549,64.707,2690.222,18380.196,NA,-2.873,-3.372,41575.419,32.7
"464","France","2010",0.549,65.028,2642.61,38899.925,NA,1.949,1.447,40638.334,33.7
"465","France","2011",0.549,65.343,2861.408,44191.742,NA,2.193,1.7,43790.732,33.3
"466","France","2012",0.549,65.66,2683.825,32950.454,NA,0.313,-0.171,40874.704,33.1
"467","France","2013",0.549,65.999,2811.078,31589.26,NA,0.576,0.06,42592.934,32.5
"468","France","2014",0.549,66.316,2852.166,5809.581,NA,0.956,0.473,43008.647,32.3
"469","France","2015",0.549,66.593,2438.208,42803.255,NA,1.113,0.692,36613.375,32.7
"470","France","2016",0.549,66.86,2471.286,32795.665,NA,1.095,0.693,36962.222,NA
"471","France","2017",0.549,66.865,2586.285,37539.115,NA,2.26,2.252,38679.127,NA
"472","France","2018",0.549,66.987,2777.535,59849.224,NA,1.725,1.539,41463.644,NA
"473","United Kingdom","1960",NA,52.4,72.328,NA,NA,NA,NA,1380.306,NA
"474","United Kingdom","1961",0.244,52.8,76.694,NA,2.725,2.574,1.796,1452.545,NA
"475","United Kingdom","1962",0.244,53.25,80.602,NA,-2.074,1.328,0.472,1513.651,NA
"476","United Kingdom","1963",0.244,53.65,85.444,NA,8.776,3.956,3.181,1592.614,NA
"477","United Kingdom","1964",0.244,54,93.388,NA,5.455,5.038,4.357,1729.4,NA
"478","United Kingdom","1965",0.244,54.348,100.596,NA,7.559,2.789,2.131,1850.955,NA
"479","United Kingdom","1966",0.244,54.648,107.091,NA,3.587,2.049,1.488,1959.628,NA
"480","United Kingdom","1967",0.244,54.944,111.185,NA,10.763,2.311,1.761,2023.628,NA
"481","United Kingdom","1968",0.244,55.212,104.703,NA,7.177,3.985,3.48,1896.387,NA
"482","United Kingdom","1969",0.244,55.442,112.677,NA,3.112,2.052,1.629,2032.347,NA
"483","United Kingdom","1970",0.244,55.663,130.672,1487.999,9.433,6.057,5.635,2347.544,NA
"484","United Kingdom","1971",0.244,55.896,148.114,1771.224,13.211,3.484,3.053,2649.802,NA
"485","United Kingdom","1972",0.244,56.086,169.965,1207.963,27.901,4.302,3.949,3030.433,NA
"486","United Kingdom","1973",0.244,56.195,192.538,2722.732,27.537,6.509,6.303,3426.276,NA
"487","United Kingdom","1974",0.244,56.23,206.131,4373.743,12.932,-2.463,-2.525,3665.863,NA
"488","United Kingdom","1975",0.244,56.226,241.757,3318.536,7.139,-1.48,-1.473,4299.746,NA
"489","United Kingdom","1976",0.244,56.212,232.615,3006.208,11.571,2.909,2.935,4138.168,NA
"490","United Kingdom","1977",0.244,56.193,263.066,4426.546,9.486,2.443,2.477,4681.44,NA
"491","United Kingdom","1978",0.244,56.197,335.883,3787.371,14.568,4.202,4.197,5976.938,NA
"492","United Kingdom","1979",0.244,56.247,438.994,6469.481,12.487,3.742,3.649,7804.762,NA
"493","United Kingdom","1980",0.244,56.314,564.948,10122.844,18.467,-2.028,-2.145,10032.062,NA
"494","United Kingdom","1981",0.244,56.334,540.766,5879.376,25.175,-0.771,-0.806,9599.306,NA
"495","United Kingdom","1982",0.244,56.314,515.049,5413.26,13.655,2.01,2.047,9146.077,NA
"496","United Kingdom","1983",0.244,56.333,489.618,5178.782,10.261,4.222,4.186,8691.519,NA
"497","United Kingdom","1984",0.244,56.422,461.487,-347.323,11.507,2.276,2.115,8179.194,NA
"498","United Kingdom","1985",0.244,56.55,489.285,5476.473,11.245,4.196,3.959,8652.217,NA
"499","United Kingdom","1986",0.244,56.681,601.453,8569.622,22.563,3.141,2.902,10611.112,NA
"500","United Kingdom","1987",0.244,56.802,745.163,15921.475,89.331,5.301,5.077,13118.587,NA
"501","United Kingdom","1988",0.244,56.928,910.123,22567.507,16.672,5.758,5.524,15987.168,NA
"502","United Kingdom","1989",0.244,57.077,926.885,31650.104,20.126,2.569,2.302,16239.282,NA
"503","United Kingdom","1990",0.244,57.248,1093.169,33503.67,10.521,0.739,0.439,19095.467,NA
"504","United Kingdom","1991",0.244,57.425,1142.797,16451.468,1.662,-1.088,-1.393,19900.727,NA
"505","United Kingdom","1992",0.244,57.58,1179.66,16558.928,-28.63,0.371,0.1,20487.171,NA
"506","United Kingdom","1993",0.244,57.719,1061.389,16518.191,4.695,2.526,2.281,18389.02,NA
"507","United Kingdom","1994",0.244,57.866,1140.49,10725.098,7.655,3.895,3.631,19709.238,NA
"508","United Kingdom","1995",0.244,58.019,1335.862,21731.467,20.291,2.455,2.185,23024.556,NA
"509","United Kingdom","1996",0.244,58.167,1409.41,27390.453,14.506,2.535,2.274,24230.431,NA
"510","United Kingdom","1997",0.244,58.317,1553.623,37505.198,25.505,4.293,4.025,26641.02,NA
"511","United Kingdom","1998",0.244,58.487,1641.666,74651.622,20.845,3.341,3.041,28068.838,NA
"512","United Kingdom","1999",0.244,58.682,1668.271,89337.01,4.397,3.214,2.87,28428.773,NA
"513","United Kingdom","2000",0.244,58.893,1648.269,164130.335,11.064,3.453,3.084,27987.751,NA
"514","United Kingdom","2001",0.244,59.12,1625.8,56090.925,8.825,2.841,2.446,27500.146,NA
"515","United Kingdom","2002",0.244,59.37,1773.016,89760.583,4.994,2.5,2.067,29863.589,NA
"516","United Kingdom","2003",0.244,59.648,2043.832,36011.24,9.798,3.339,2.859,34265.128,NA
"517","United Kingdom","2004",0.244,59.988,2403.614,87059.621,9.822,2.348,1.767,40068.311,36
"518","United Kingdom","2005",0.244,60.401,2525.005,252653.397,13.85,3.149,2.443,41803.891,34.3
"519","United Kingdom","2006",0.244,60.847,2697.152,203636.432,14.097,2.548,1.797,44326.915,34.6
"520","United Kingdom","2007",0.244,61.322,3084.118,209514.96,15.812,2.546,1.75,50293.441,35.7
"521","United Kingdom","2008",0.244,61.807,2904.037,253454.118,17.803,-0.346,-1.127,46985.568,34.1
"522","United Kingdom","2009",0.244,62.276,2394.786,14547.108,-0.065,-4.247,-4.968,38454.227,34.3
"523","United Kingdom","2010",0.244,62.766,2452.9,66734.551,3.99,1.711,0.917,39079.843,34.4
"524","United Kingdom","2011",0.244,63.259,2634.896,27012.05,-4.418,1.645,0.853,41652.557,33.2
"525","United Kingdom","2012",0.244,63.7,2676.605,46750.79,0.77,1.447,0.744,42018.725,32.3
"526","United Kingdom","2013",0.244,64.128,2753.565,54473.175,2.102,2.046,1.365,42938.425,33.2
"527","United Kingdom","2014",0.244,64.613,3034.729,58890.445,-2.534,2.948,2.175,46967.668,34
"528","United Kingdom","2015",0.244,65.129,2896.421,45333.483,1.974,2.349,1.539,44472.152,33.2
"529","United Kingdom","2016",0.244,65.596,2659.239,265810.567,8.717,1.789,1.065,40539.92,NA
"530","United Kingdom","2017",0.244,66.059,2637.866,121254.6,8.296,1.823,1.109,39932.06,NA
"531","United Kingdom","2018",0.244,66.489,2825.208,58650.667,5.302,1.398,0.742,42491.364,NA
"532","Indonesia","1960",NA,87.751,NA,NA,NA,NA,NA,NA,NA
"533","Indonesia","1961",1.911,90.098,NA,NA,NA,5.741,2.986,NA,NA
"534","Indonesia","1962",1.911,92.518,NA,NA,NA,1.842,-0.822,NA,NA
"535","Indonesia","1963",1.911,95.015,NA,NA,NA,-2.237,-4.806,NA,NA
"536","Indonesia","1964",1.911,97.597,NA,NA,NA,3.53,0.791,NA,NA
"537","Indonesia","1965",1.911,100.267,NA,NA,NA,1.082,-1.61,NA,NA
"538","Indonesia","1966",1.911,103.025,NA,NA,NA,2.791,0.039,NA,NA
"539","Indonesia","1967",1.911,105.866,5.668,NA,NA,1.38,-1.339,53.537,NA
"540","Indonesia","1968",1.911,108.78,7.076,NA,NA,10.915,7.944,65.053,NA
"541","Indonesia","1969",1.911,111.759,8.337,NA,NA,6.822,3.975,74.602,NA
"542","Indonesia","1970",1.911,114.793,9.151,NA,39.565,7.555,4.711,79.715,NA
"543","Indonesia","1971",1.911,117.88,9.334,NA,42.679,7.024,4.221,79.178,NA
"544","Indonesia","1972",1.911,121.017,10.998,NA,44.323,7.038,4.263,90.876,NA
"545","Indonesia","1973",1.911,124.2,16.273,NA,49.47,8.104,5.334,131.025,NA
"546","Indonesia","1974",1.911,127.422,25.802,NA,47.267,7.635,4.913,202.495,NA
"547","Indonesia","1975",1.911,130.681,30.464,NA,37.251,4.977,2.36,233.117,NA
"548","Indonesia","1976",1.911,133.967,37.269,NA,31.197,6.887,4.265,278.197,NA
"549","Indonesia","1977",1.911,137.278,45.809,NA,19.504,8.761,6.138,333.694,NA
"550","Indonesia","1978",1.911,140.622,51.456,NA,21.622,6.767,4.228,365.916,NA
"551","Indonesia","1979",1.911,144.01,51.4,NA,36.975,7.324,4.799,356.921,NA
"552","Indonesia","1980",1.911,147.448,72.482,NA,48.996,9.88,7.318,491.58,NA
"553","Indonesia","1981",1.911,150.938,85.518,133,26.344,7.927,5.431,566.578,NA
"554","Indonesia","1982",1.911,154.468,90.158,225,14.072,2.246,-0.09,583.67,NA
"555","Indonesia","1983",1.911,158.009,81.052,292,32.16,4.193,1.858,512.959,NA
"556","Indonesia","1984",1.911,161.523,84.854,222,22.645,6.976,4.648,525.334,32.4
"557","Indonesia","1985",1.911,164.982,85.289,310,29.062,2.462,0.314,516.961,NA
"558","Indonesia","1986",1.911,168.374,79.954,258,19.477,5.875,3.742,474.859,NA
"559","Indonesia","1987",1.911,171.703,75.93,385,22.789,4.926,2.892,442.215,30.6
"560","Indonesia","1988",1.911,174.976,84.3,576,24.319,5.78,3.802,481.781,NA
"561","Indonesia","1989",1.911,178.209,94.451,682,38.167,7.457,5.507,530.003,NA
"562","Indonesia","1990",1.911,181.413,106.141,1093,44.557,7.242,5.348,585.077,31.2
"563","Indonesia","1991",1.911,184.592,116.622,1482,17.526,6.912,5.071,631.783,NA
"564","Indonesia","1992",1.911,187.74,128.027,1777,19.622,6.498,4.712,681.938,NA
"565","Indonesia","1993",1.911,190.851,158.007,2004,20.057,6.496,4.76,827.905,32
"566","Indonesia","1994",1.911,193.917,176.892,2109,20.202,7.54,5.84,912.203,NA
"567","Indonesia","1995",1.911,196.934,202.132,4346,27.524,8.22,6.562,1026.393,NA
"568","Indonesia","1996",1.911,199.901,227.37,6194,27.081,7.818,6.218,1137.41,34.4
"569","Indonesia","1997",1.911,202.826,215.749,4677,25.255,4.7,3.19,1063.712,NA
"570","Indonesia","1998",1.911,205.725,95.446,-240.8,62.763,-13.127,-14.351,463.948,31.1
"571","Indonesia","1999",1.911,208.615,140.001,-1865.621,12.233,0.791,-0.605,671.099,31
"572","Indonesia","2000",1.911,211.514,165.021,-4550.355,16.623,4.92,3.482,780.19,28.5
"573","Indonesia","2001",1.911,214.427,160.447,-2977.392,11.871,3.643,2.235,748.258,29
"574","Indonesia","2002",1.911,217.358,195.661,145.086,4.758,4.499,3.091,900.178,31.7
"575","Indonesia","2003",1.911,220.309,234.772,-596.924,7.938,4.78,3.377,1065.649,31.8
"576","Indonesia","2004",1.911,223.286,256.837,1896.083,9.144,5.031,3.631,1150.261,32.7
"577","Indonesia","2005",1.911,226.289,285.869,8336.257,16.335,5.693,4.29,1263.287,33
"578","Indonesia","2006",1.911,229.318,364.571,4914.201,14.943,5.501,4.108,1589.801,34.2
"579","Indonesia","2007",1.911,232.374,432.217,6928.48,19.325,6.345,4.946,1860.003,35.7
"580","Indonesia","2008",1.911,235.47,510.229,9318.454,14.923,6.014,4.62,2166.854,35.1
"581","Indonesia","2009",1.911,238.621,539.58,4877.369,12.952,4.629,3.247,2261.247,35.1
"582","Indonesia","2010",1.911,241.834,755.094,15292.009,15.402,6.224,4.812,3122.363,36.4
"583","Indonesia","2011",1.911,245.116,892.969,20564.938,16.43,6.17,4.748,3643.044,39.7
"584","Indonesia","2012",1.911,248.452,917.87,21200.779,14.955,6.03,4.606,3694.349,39.6
"585","Indonesia","2013",1.911,251.806,912.524,23281.742,12.78,5.557,4.151,3623.912,39.9
"586","Indonesia","2014",1.911,255.129,890.815,25120.732,11.88,5.007,3.639,3491.625,39.4
"587","Indonesia","2015",1.914,258.383,860.854,19779.128,8.997,4.876,3.555,3331.695,39.7
"588","Indonesia","2016",1.914,261.554,931.877,4541.714,10.028,5.033,3.76,3562.846,38.6
"589","Indonesia","2017",1.914,264.646,1015.423,20510.311,8.276,5.067,3.84,3836.914,38.1
"590","Indonesia","2018",1.914,267.663,1042.173,20007.775,6.29,5.171,3.986,3893.596,NA
"591","India","1960",NA,450.548,37.03,NA,NA,NA,NA,82.189,NA
"592","India","1961",3.287,459.642,39.232,NA,3.212,3.723,1.67,85.354,NA
"593","India","1962",3.287,469.077,42.161,NA,9.609,2.931,0.861,89.882,NA
"594","India","1963",3.287,478.826,48.422,NA,10.584,5.994,3.836,101.126,NA
"595","India","1964",3.287,488.848,56.48,NA,9.406,7.453,5.25,115.537,NA
"596","India","1965",3.287,499.123,59.555,NA,10.888,-2.636,-4.64,119.319,NA
"597","India","1966",3.287,509.632,45.865,NA,11.207,-0.055,-2.116,89.997,NA
"598","India","1967",3.287,520.401,50.135,NA,9.362,7.826,5.595,96.339,NA
"599","India","1968",3.287,531.514,53.085,NA,9.521,3.388,1.226,99.876,NA
"600","India","1969",3.287,543.084,58.448,NA,13.517,6.54,4.27,107.622,NA
"601","India","1970",3.287,555.19,62.422,NA,12.033,5.157,2.864,112.434,NA
"602","India","1971",3.287,567.868,67.351,NA,17.06,1.643,-0.626,118.603,NA
"603","India","1972",3.287,581.087,71.463,NA,15.394,-0.553,-2.816,122.982,NA
"604","India","1973",3.287,594.77,85.515,NA,19.496,3.296,0.919,143.779,NA
"605","India","1974",3.287,608.803,99.526,NA,12.225,1.185,-1.147,163.478,NA
"606","India","1975",3.287,623.103,98.473,-10.326,14.052,9.15,6.645,158.036,NA
"607","India","1976",3.287,637.63,102.717,-7.706,24.486,1.663,-0.653,161.092,NA
"608","India","1977",3.287,652.409,121.487,-36.06,19.164,7.255,4.825,186.214,NA
"609","India","1978",3.287,667.5,137.3,18.09,21.153,5.713,3.323,205.693,NA
"610","India","1979",3.287,682.995,152.992,48.57,17.711,-5.238,-7.388,224.001,NA
"611","India","1980",3.287,698.953,186.325,79.16,15.898,6.736,4.299,266.578,NA
"612","India","1981",3.287,715.385,193.491,91.92,17.451,6.006,3.571,270.471,NA
"613","India","1982",3.287,732.24,200.715,72.08,17.204,3.476,1.094,274.111,NA
"614","India","1983",3.287,749.429,218.262,5.64,16.887,7.289,4.828,291.238,32.1
"615","India","1984",3.287,766.833,212.158,19.24,17.984,3.821,1.464,276.668,NA
"616","India","1985",3.287,784.36,232.512,106.09,16.883,5.254,2.902,296.435,NA
"617","India","1986",3.287,801.975,248.986,117.73,17.927,4.777,2.475,310.466,NA
"618","India","1987",3.287,819.682,279.034,212.32,16.318,3.965,1.719,340.417,32.6
"619","India","1988",3.287,837.469,296.589,91.25,18.291,9.628,7.299,354.149,NA
"620","India","1989",3.287,855.335,296.042,252.1,15.73,5.947,3.734,346.113,NA
"621","India","1990",3.287,873.278,320.979,236.69,15.067,5.533,3.365,367.557,NA
"622","India","1991",3.287,891.273,270.105,73.538,18.317,1.057,-0.984,303.056,NA
"623","India","1992",3.287,909.307,288.208,276.512,16.862,5.482,3.39,316.954,NA
"624","India","1993",3.287,927.404,279.296,550.37,17.008,4.751,2.707,301.159,31.7
"625","India","1994",3.287,945.602,327.276,973.271,20.278,6.659,4.606,346.103,NA
"626","India","1995",3.287,963.923,360.282,2143.628,11.011,7.574,5.53,373.766,NA
"627","India","1996",3.287,982.365,392.897,2426.057,18.736,7.55,5.53,399.95,NA
"628","India","1997",3.287,1000.9,415.868,3577.33,17.657,4.05,2.123,415.494,NA
"629","India","1998",3.287,1019.484,421.351,2634.652,18.173,6.184,4.249,413.299,NA
"630","India","1999",3.287,1038.058,458.82,2168.591,17.149,8.846,6.898,441.999,NA
"631","India","2000",3.287,1056.576,468.395,3584.217,15.172,3.841,2.021,443.314,NA
"632","India","2001",3.287,1075,485.441,5128.094,14.321,4.824,3.027,451.573,NA
"633","India","2002",3.287,1093.317,514.938,5208.967,16.761,3.804,2.065,470.987,NA
"634","India","2003",3.287,1111.523,607.699,3681.985,13.034,7.86,6.094,546.727,NA
"635","India","2004",3.287,1129.623,709.149,5429.251,16.732,7.923,6.194,627.774,34.4
"636","India","2005",3.287,1147.61,820.382,7269.407,15.6,7.923,6.232,714.861,NA
"637","India","2006",3.287,1165.486,940.26,20029.119,21.633,8.061,6.403,806.753,NA
"638","India","2007",3.287,1183.209,1216.735,25227.741,22.272,7.661,6.048,1028.335,NA
"639","India","2008",3.287,1200.67,1198.895,43406.277,20.495,3.087,1.588,998.522,NA
"640","India","2009",3.287,1217.726,1341.887,35581.373,17.996,7.862,6.351,1101.961,35.4
"641","India","2010",3.287,1234.281,1675.615,27396.885,17.802,8.498,7.042,1357.564,NA
"642","India","2011",3.287,1250.289,1823.05,36498.655,16.138,5.241,3.894,1458.103,35.7
"643","India","2012",3.287,1265.783,1827.638,23995.685,11.046,5.456,4.166,1443.88,NA
"644","India","2013",3.287,1280.846,1856.722,28153.031,14.832,6.386,5.135,1449.606,NA
"645","India","2014",3.287,1295.604,2039.127,34576.644,10.587,7.41,6.187,1573.881,NA
"646","India","2015",3.287,1310.152,2103.588,44009.492,10.618,7.996,6.797,1605.605,NA
"647","India","2016",3.287,1324.51,2290.432,44458.572,6.801,8.17,6.997,1729.268,NA
"648","India","2017",3.287,1338.659,2652.551,39966.091,10.431,7.168,6.035,1981.499,NA
"649","India","2018",3.287,1352.617,2726.323,42117.451,10.52,6.982,5.878,2015.59,NA
"650","Italy","1960",NA,50.2,40.385,NA,NA,NA,NA,804.493,NA
"651","Italy","1961",0.301,50.536,44.843,NA,NA,8.207,7.486,887.337,NA
"652","Italy","1962",0.301,50.879,50.384,NA,NA,6.204,5.487,990.26,NA
"653","Italy","1963",0.301,51.252,57.711,NA,NA,5.61,4.842,1126.019,NA
"654","Italy","1964",0.301,51.675,63.175,NA,NA,2.798,1.956,1222.545,NA
"655","Italy","1965",0.301,52.112,67.978,NA,NA,3.268,2.402,1304.454,NA
"656","Italy","1966",0.301,52.519,73.655,NA,NA,5.985,5.164,1402.442,NA
"657","Italy","1967",0.301,52.901,81.133,NA,NA,7.179,6.406,1533.693,NA
"658","Italy","1968",0.301,53.236,87.942,NA,NA,6.545,5.874,1651.939,NA
"659","Italy","1969",0.301,53.538,97.085,NA,NA,6.098,5.499,1813.388,NA
"660","Italy","1970",0.301,53.822,113.021,624.16,NA,5.269,4.713,2099.914,NA
"661","Italy","1971",0.301,54.073,124.261,550.016,NA,1.818,1.344,2298.005,NA
"662","Italy","1972",0.301,54.381,144.781,673.866,NA,3.69,3.103,2662.326,NA
"663","Italy","1973",0.301,54.751,174.913,663.951,NA,7.126,6.402,3194.679,NA
"664","Italy","1974",0.301,55.111,198.906,596.491,NA,5.5,4.812,3609.201,NA
"665","Italy","1975",0.301,55.441,226.945,645.316,NA,-2.09,-2.673,4093.447,NA
"666","Italy","1976",0.301,55.718,223.976,108.674,NA,7.125,6.592,4019.796,NA
"667","Italy","1977",0.301,55.955,256.747,1128.216,NA,2.561,2.126,4588.414,NA
"668","Italy","1978",0.301,56.155,314.019,476.019,NA,3.24,2.873,5591.991,NA
"669","Italy","1979",0.301,56.318,392.379,415.445,NA,5.959,5.653,6967.228,NA
"670","Italy","1980",0.301,56.434,475.683,576.575,NA,3.43,3.217,8429.023,NA
"671","Italy","1981",0.301,56.502,429.282,1127.027,NA,0.844,0.723,7597.689,NA
"672","Italy","1982",0.301,56.544,425.863,617.176,NA,0.414,0.339,7531.598,NA
"673","Italy","1983",0.301,56.564,441.581,1189.582,NA,1.169,1.132,7806.739,NA
"674","Italy","1984",0.301,56.577,436.443,1320.642,NA,3.226,3.203,7714.185,NA
"675","Italy","1985",0.301,56.593,450.726,1071.697,NA,2.798,2.768,7964.329,NA
"676","Italy","1986",0.301,56.596,638.274,-171.755,NA,2.86,2.854,11277.692,NA
"677","Italy","1987",0.301,56.602,803.055,4174.57,NA,3.192,3.181,14187.774,NA
"678","Italy","1988",0.301,56.629,888.668,6801.432,NA,4.194,4.144,15692.726,NA
"679","Italy","1989",0.301,56.672,925.598,2165.727,NA,3.388,3.311,16332.609,NA
"680","Italy","1990",0.301,56.719,1177.326,6410.685,NA,1.986,1.9,20757.089,NA
"681","Italy","1991",0.301,56.759,1242.109,2400.686,NA,1.538,1.468,21884.104,NA
"682","Italy","1992",0.301,56.797,1315.807,3104.521,NA,0.834,0.766,23166.804,NA
"683","Italy","1993",0.301,56.832,1061.445,3748.776,NA,-0.853,-0.913,18676.953,NA
"684","Italy","1994",0.301,56.843,1095.591,2199.18,NA,2.151,2.13,19273.844,NA
"685","Italy","1995",0.301,56.844,1170.787,4841.781,NA,2.887,2.885,20596.389,NA
"686","Italy","1996",0.301,56.86,1308.929,3545.881,NA,1.286,1.258,23020.1,NA
"687","Italy","1997",0.301,56.89,1239.051,3699.858,NA,1.835,1.781,21779.624,NA
"688","Italy","1998",0.301,56.907,1266.309,2634.606,NA,1.616,1.587,22252.358,NA
"689","Italy","1999",0.301,56.916,1248.563,6942.86,NA,1.56,1.543,21936.823,NA
"690","Italy","2000",0.301,56.942,1141.76,13172.982,NA,3.71,3.663,20051.242,NA
"691","Italy","2001",0.301,56.974,1162.318,14878.086,NA,1.772,1.715,20400.811,NA
"692","Italy","2002",0.301,57.059,1266.511,17239.36,NA,0.249,0.099,22196.507,NA
"693","Italy","2003",0.301,57.313,1569.65,19572.887,NA,0.151,-0.293,27387.226,34.9
"694","Italy","2004",0.301,57.685,1798.315,20100.743,NA,1.582,0.927,31174.561,34.3
"695","Italy","2005",0.301,57.969,1852.662,36762.073,NA,0.95,0.455,31959.263,33.8
"696","Italy","2006",0.301,58.144,1942.634,56995.485,NA,2.007,1.7,33410.747,33.7
"697","Italy","2007",0.301,58.438,2203.053,65975.535,NA,1.474,0.963,37698.787,32.9
"698","Italy","2008",0.301,58.827,2390.729,-9501.579,NA,-1.05,-1.704,40640.184,33.8
"699","Italy","2009",0.301,59.095,2185.16,16607.196,NA,-5.482,-5.912,36976.846,33.8
"700","Italy","2010",0.301,59.277,2125.058,9930.501,NA,1.687,1.374,35849.373,34.7
"701","Italy","2011",0.301,59.379,2276.292,34465.482,NA,0.577,0.404,38334.684,35.1
"702","Italy","2012",0.301,59.54,2072.823,34.901,NA,-2.819,-3.081,34814.125,35.2
"703","Italy","2013",0.301,60.234,2130.491,19531.412,NA,-1.728,-2.861,35370.275,34.9
"704","Italy","2014",0.301,60.789,2151.733,17032.744,NA,0.114,-0.801,35396.666,34.7
"705","Italy","2015",0.301,60.731,1832.273,13303.439,NA,0.924,1.021,30170.517,35.4
"706","Italy","2016",0.301,60.627,1869.202,25656.664,NA,1.119,1.291,30830.923,NA
"707","Italy","2017",0.301,60.537,1946.57,9165.254,NA,1.684,1.837,32155.206,NA
"708","Italy","2018",0.301,60.431,2073.902,30903.529,NA,0.858,1.034,34318.351,NA
"709","Japan","1960",NA,92.501,44.307,NA,NA,NA,NA,478.995,NA
"710","Japan","1961",0.378,94.943,53.509,NA,15.728,12.044,9.161,563.587,NA
"711","Japan","1962",0.378,95.832,60.723,NA,61.024,8.909,7.899,633.64,NA
"712","Japan","1963",0.378,96.812,69.498,NA,23.959,8.474,7.376,717.867,NA
"713","Japan","1964",0.378,97.826,81.749,NA,15.294,11.677,10.519,835.657,NA
"714","Japan","1965",0.378,98.883,90.95,NA,17.991,5.82,4.689,919.777,NA
"715","Japan","1966",0.378,99.79,105.628,NA,16.26,10.639,9.633,1058.504,NA
"716","Japan","1967",0.378,100.725,123.782,NA,15.496,11.082,10.051,1228.909,NA
"717","Japan","1968",0.378,101.061,146.601,NA,14.828,12.882,12.507,1450.62,NA
"718","Japan","1969",0.378,103.172,172.204,NA,18.504,12.478,10.176,1669.098,NA
"719","Japan","1970",0.378,104.345,212.609,NA,67.392,0.399,-0.73,2037.56,NA
"720","Japan","1971",0.378,105.697,240.152,NA,24.185,4.699,3.36,2272.078,NA
"721","Japan","1972",0.378,107.188,318.031,NA,24.969,8.414,6.905,2967.042,NA
"722","Japan","1973",0.378,108.079,432.083,NA,18.968,8.033,7.142,3997.841,NA
"723","Japan","1974",0.378,110.162,479.626,NA,14.061,-1.225,-3.093,4353.824,NA
"724","Japan","1975",0.378,111.94,521.542,NA,16.965,3.092,1.454,4659.12,NA
"725","Japan","1976",0.378,112.771,586.162,NA,15.505,3.975,3.209,5197.807,NA
"726","Japan","1977",0.378,113.863,721.412,20,13.726,4.39,3.389,6335.788,NA
"727","Japan","1978",0.378,114.898,1013.612,10,14.412,5.272,4.324,8821.843,NA
